song_id,歌名,别名,歌曲更新时间,最新更新时间
140111,嫦娥奔月 -Lunar Paradoxx-,,2022-12-31,2026-03-24 01:48:45
140112,Syrinx,,2022-12-31,2026-03-24 01:48:45
140113,Artificial Intelligence,,2023-06-21,2026-03-24 01:48:45
140114,Platina,,2023-06-21,2026-03-24 01:48:45
140115,Altros,,2023-06-21,2026-03-24 01:48:45
140116,Spy-DR,,2023-11-18,2026-03-24 01:48:45
140117,Into the Depths,,2023-11-18,2026-03-24 01:48:45
140118,pulsar,,2023-11-18,2026-03-24 01:48:45
140119,Dream goes on,,2024-03-08,2026-03-24 01:48:45
140120,Weg,,2024-03-08,2026-03-24 01:48:45
140121,Horizon Blue,,2024-03-08,2026-03-24 01:48:45
140122,Frey's Philosophy,,2024-03-08,2026-03-24 01:48:45
140123,Wolves Standing Towards Enemies,,2024-03-08,2026-03-24 01:48:45
140124,Era Breath,,2021-09-29,2026-03-24 01:48:45
140125,Eligos,,2021-09-29,2026-03-24 01:48:45
140126,Splatter Doll,,2022-03-04,2026-03-24 01:48:45
140127,Gamol Hundgēar,,2022-10-01,2026-03-24 01:48:45
140128,Le Porteur d'Ombre,,2023-02-24,2026-03-24 01:48:45
140129,VorpΛlize,,2023-12-22,2026-03-24 01:48:45
140130,十拳剣,,2024-01-13,2026-03-24 01:48:45
140131,Beach at Dusk,,2021-02-21,2026-03-24 01:48:45
140132,UИOHЯ1Λ: Seventh Syberia Strike,,2021-02-21,2026-03-24 01:48:45
140133,Przepływświatła,,2021-02-21,2026-03-24 01:48:45
140134,Last Promise,,2021-03-07,2026-03-24 01:48:45
140135,Coming Down,,2021-03-07,2026-03-24 01:48:45
140136,Replacer,,2021-03-07,2026-03-24 01:48:45
140137,On And On!!,,2021-03-07,2026-03-24 01:48:45
140138,Myth(vip),,2021-05-01,2026-03-24 01:48:45
140139,Hardcore Ravers,,2021-05-01,2026-03-24 01:48:45
140140,Lights in the Painting,,2021-05-01,2026-03-24 01:48:45
140141,告白・告別,,2021-05-20,2026-03-24 01:48:45
140142,Break Through Myself feat.Risa Yuzuki,,2021-06-03,2026-03-24 01:48:45
140143,Finale Destination,,2021-07-16,2026-03-24 01:48:45
140144,Imperishable Moon,,2021-08-22,2026-03-24 01:48:45
140145,un secret,,2021-10-29,2026-03-24 01:48:45
140146,Dainsleif,,2021-10-29,2026-03-24 01:48:45
140147,Final Hope,,2021-10-29,2026-03-24 01:48:45
140148,c.s.q.n.,,2021-10-29,2026-03-24 01:48:45
140149,Snow Dance,,2022-01-07,2026-03-24 01:48:45
140150,Requiem Cataclysm,,2022-03-04,2026-03-24 01:48:45
140151,目が覚めた時,,2022-06-24,2026-03-24 01:48:45
140152,Pullin' Me Down (To The 90's Groove),,2022-06-24,2026-03-24 01:48:45
140153,bring me to life,,2022-06-24,2026-03-24 01:48:45
140154,Escape,,2022-07-29,2026-03-24 01:48:45
140155,Echoes of the Night,,2022-07-29,2026-03-24 01:48:45
140156,星相运轨-The End of Time-,,2022-07-29,2026-03-24 01:48:45
140157,Be With Me,,2022-07-29,2026-03-24 01:48:45
140158,核心共振,,2022-09-16,2026-03-24 01:48:45
140159,Treflux,,2022-11-11,2026-03-24 01:48:45
140160,First Date (feat. Ei),,2022-11-11,2026-03-24 01:48:45
140161,iΓ-f ǝRric,,2022-11-11,2026-03-24 01:48:45
140162,Give It To Me,,2023-01-21,2026-03-24 01:48:45
140163,Bad Gateway,,2023-04-07,2026-03-24 01:48:45
140164,怪逢,,2023-04-07,2026-03-24 01:48:45
140165,EulcRa,,2023-04-07,2026-03-24 01:48:45
140166,FurukuNeon,,2023-05-19,2026-03-24 01:48:45
140167,衝天のグラディウス,,2023-05-19,2026-03-24 01:48:45
140168,Revelation,,2023-05-19,2026-03-24 01:48:45
140169,INFiNiTE ENERZY -Overdoze-,,2023-05-19,2026-03-24 01:48:45
140170,Eternal Sunshine,,2023-05-19,2026-03-24 01:48:45
140171,OiL-CAD-OiL,,2024-03-31,2026-03-24 01:48:45
140172,Glamorous,,2024-08-16,2026-03-24 01:48:45
140173,STARDUST,,2024-08-16,2026-03-24 01:48:45
140174,Omega,,2024-08-16,2026-03-24 01:48:45
150001,Pastel Lines,,2022-12-15,2026-03-24 01:48:45
150002,Gleam feat.ふわまろ,,2022-12-15,2026-03-24 01:48:45
150003,Power Attack,,2022-12-15,2026-03-24 01:48:45
150004,Skyscape,,2022-12-15,2026-03-24 01:48:45
150005,On And On!!,,2022-12-15,2026-03-24 01:48:45
150006,Polygons,,2022-12-15,2026-03-24 01:48:45
150007,Abgrund,,2022-12-15,2026-03-24 01:48:45
150008,Journey To The Rainbows,,2022-12-15,2026-03-24 01:48:45
150009,Midnight Flux,,2022-12-15,2026-03-24 01:48:45
150010,NO ONE YES MAN,,2022-12-15,2026-03-24 01:48:45
150011,Clock Paradox,,2022-12-15,2026-03-24 01:48:45
150012,F℟IEND,,2022-12-15,2026-03-24 01:48:45
150013,Shattered,,2022-12-15,2026-03-24 01:48:45
150014,Swing Sweet Twee Dance feat.ななきなな,,2022-12-15,2026-03-24 01:48:45
150015,V!rtuaresort,,2022-12-15,2026-03-24 01:48:45
150016,Dice 20,,2022-12-15,2026-03-24 01:48:45
150017,macro.wav,,2022-12-15,2026-03-24 01:48:45
150018,The Next Arcady,,2022-12-15,2026-03-24 01:48:45
150019,Sakura Fubuki,,2022-12-15,2026-03-24 01:48:45
150020,Tempest,,2022-12-15,2026-03-24 01:48:45
150021,Authentic(Game ver.),,2022-12-15,2026-03-24 01:48:45
150022,MilK,,2022-12-15,2026-03-24 01:48:45
150023,ILLEGAL LEGACY,,2022-12-15,2026-03-24 01:48:45
150024,竹,,2022-12-15,2026-03-24 01:48:45
150025,R.I.P.,,2022-12-15,2026-03-24 01:48:45
150026,Empire,,2022-12-15,2026-03-24 01:48:45
150027,DropDown,,2022-12-15,2026-03-24 01:48:45
150028,Contact,,2022-12-15,2026-03-24 01:48:45
150029,CANDYLAND,,2022-12-15,2026-03-24 01:48:45
150030,Arcade ViruZ,,2022-12-15,2026-03-24 01:48:45
150031,LINK x LIN#S,,2023-01-20,2026-03-24 01:48:45
150032,LEONIDS,,2023-01-20,2026-03-24 01:48:45
150033,FORTALiCE,,2023-01-20,2026-03-24 01:48:45
150034,Paradial Resonator,,2023-04-10,2026-03-24 01:48:45
150035,Lavender Leaf (feat. Lexi),,2023-09-01,2026-03-24 01:48:45
150036,Puppet Show,,2023-11-10,2026-03-24 01:48:45
150037,Vicious Mockery,,2024-05-01,2026-03-24 01:48:45
150038,Dot-Line (feat.ななひら),,2024-07-26,2026-03-24 01:48:45
150039,光 (阿卡姆巫师 Remix),,2024-07-26,2026-03-24 01:48:45
150040,Lost Future,,2024-07-26,2026-03-24 01:48:45
150041,sAtElLites,,2024-09-20,2026-03-24 01:48:45
150042,Intruder,,2024-09-20,2026-03-24 01:48:45
150043,Rule The World,,2025-01-11,2026-03-24 01:48:45
150044,Turning POINT,,2023-04-10,2026-03-24 01:48:45
150045,Reversed Zenith,,2023-04-10,2026-03-24 01:48:45
150046,Restricted Access,,2023-04-10,2026-03-24 01:48:45
150047,The Last Page,,2023-07-07,2026-03-24 01:48:45
150048,Super Universe (Knighthood Remix),,2023-09-01,2026-03-24 01:48:45
150049,Enneaquest,,2023-09-15,2026-03-24 01:48:45
150050,Abiogenesis,,2023-09-29,2026-03-24 01:48:45
150051,Colorful Flavor,,2023-10-06,2026-03-24 01:48:45
150052,Revenant,,2023-10-06,2026-03-24 01:48:45
150053,Antler,,2023-10-13,2026-03-24 01:48:45
150054,Contortion,,2023-11-10,2026-03-24 01:48:45
150055,Bring Me Back,,2023-11-24,2026-03-24 01:48:45
150056,Hullbreaker,,2023-12-01,2026-03-24 01:48:45
150057,D-Birth,,2023-12-08,2026-03-24 01:48:45
150058,NightTheater,,2023-12-22,2026-03-24 01:48:45
150059,Grimheart,,2024-01-26,2026-03-24 01:48:45
150060,Encrux,,2024-03-22,2026-03-24 01:48:45
150061,slic.hertz,,2024-03-29,2026-03-24 01:48:45
150062,Giselle,,2024-04-05,2026-03-24 01:48:45
150063,Afterdark,,2024-05-17,2026-03-24 01:48:45
150064,蒼天(Sta's Key-Kai mix),,2024-05-24,2026-03-24 01:48:45
150065,Conway's Child,,2024-05-31,2026-03-24 01:48:45
150066,Crimsonate,,2024-06-21,2026-03-24 01:48:45
150067,Sthenno,,2024-06-28,2026-03-24 01:48:45
150068,Kaguya,,2024-07-05,2026-03-24 01:48:45
150069,Relieve,,2024-08-16,2026-03-24 01:48:45
150070,Alexandrite,,2024-08-25,2026-03-24 01:48:45
150071,Hydra,,2024-08-25,2026-03-24 01:48:45
150072,漂流,,2024-08-25,2026-03-24 01:48:45
150073,Comet Coaster,,2024-08-25,2026-03-24 01:48:45
150074,DOMINATOR,,2024-08-25,2026-03-24 01:48:45
150075,天灵灵地灵灵,,2024-08-25,2026-03-24 01:48:45
150076,Psychometry,,2024-10-25,2026-03-24 01:48:45
150077,Electric Comet,,2024-10-25,2026-03-24 01:48:45
150078,Eschatology,,2024-10-25,2026-03-24 01:48:45
150079,너를 그리는 밤하늘의 이야기 (Planetarium) prod. Scarlette,,2024-11-08,2026-03-24 01:48:45
150080,Avataar ~Reincarnation of Kalpa~,,2024-11-08,2026-03-24 01:48:45
150081,Frozen Heart,,2024-12-25,2026-03-24 01:48:45
150082,amethyst,,2025-01-28,2026-03-24 01:48:45
150083,Alfheim's faith,,2025-01-28,2026-03-24 01:48:45
150084,翠杜,,2025-01-28,2026-03-24 01:48:45
150085,BRAVE：ROAD,,2024-05-03,2026-03-24 01:48:45
